Mod:Item:MetaData, Localized Name
Railcraft:brick.bleachedbone:1, Fitted Bleached Bone Stone
Railcraft:brick.bleachedbone:2, Bleached Bone Block
Railcraft:brick.bleachedbone:3, Ornate Bleached Bone Stone
Railcraft:brick.bleachedbone:4, Etched Bleached Bone Stone
Railcraft:brick.bleachedbone:5, Bleached Bone Cobblestone
Railcraft:brick.bloodstained:0, Blood Stained Brick
Railcraft:brick.bloodstained:1, Fitted Blood Stained Stone
Railcraft:brick.bloodstained:2, Blood Stained Block
Railcraft:brick.bloodstained:3, Ornate Blood Stained Stone
Railcraft:brick.bloodstained:4, Etched Blood Stained Stone
Railcraft:brick.bloodstained:5, Blood Stained Cobblestone
Railcraft:brick.frostbound:0, Frost Bound Brick
Railcraft:brick.frostbound:1, Fitted Frost Bound Stone
Railcraft:brick.frostbound:2, Frost Bound Block
Railcraft:brick.frostbound:3, Ornate Frost Bound Stone
Railcraft:brick.frostbound:4, Etched Frost Bound Stone
Railcraft:brick.frostbound:5, Frost Bound Cobblestone
Railcraft:brick.infernal:0, Infernal Brick
Railcraft:brick.infernal:1, Fitted Infernal Stone
Railcraft:brick.infernal:2, Infernal Block
Railcraft:brick.infernal:3, Ornate Infernal Stone
Railcraft:brick.infernal:4, Etched Infernal Stone
Railcraft:brick.infernal:5, Infernal Cobblestone
Railcraft:brick.quarried:0, Quarried Brick
Railcraft:brick.quarried:1, Fitted Quarried Stone
Railcraft:brick.quarried:2, Quarried Block
Railcraft:brick.quarried:3, Ornate Quarried Stone
Railcraft:brick.quarried:4, Etched Quarried Stone
Railcraft:brick.quarried:5, Quarried Cobblestone
Railcraft:brick.sandy:0, Sandy Brick
Railcraft:brick.sandy:1, Fitted Sandy Stone
Railcraft:brick.sandy:2, Sandy Block
Railcraft:brick.sandy:3, Ornate Sandy Stone
Railcraft:brick.sandy:4, Etched Sandy Stone
Railcraft:brick.sandy:5, Sandy Cobblestone
Railcraft:brick.nether:0, Nether Brick
Railcraft:brick.nether:1, Fitted Nether Stone
Railcraft:brick.nether:2, Nether Block
Railcraft:brick.nether:3, Ornate Nether Stone
Railcraft:brick.nether:4, Etched Nether Stone
Railcraft:brick.nether:5, Nether Cobblestone
Railcraft:post:0, Wooden Post
Railcraft:post:1, Stone Post
Railcraft:post:2, Metal Post
Railcraft:post:4, Wooden Platform
Railcraft:post:5, Stone Platform
Railcraft:post:6, Metal Platform
Railcraft:post.metal:0, Black Metal Post
Railcraft:post.metal:1, Red Metal Post
Railcraft:post.metal:2, Green Metal Post
Railcraft:post.metal:3, Brown Metal Post
Railcraft:post.metal:4, Blue Metal Post
Railcraft:post.metal:5, Purple Metal Post
Railcraft:post.metal:6, Cyan Metal Post
Railcraft:post.metal:7, Light Gray Metal Post
Railcraft:post.metal:8, Gray Metal Post
Railcraft:post.metal:9, Pink Metal Post
Railcraft:post.metal:10, Lime Metal Post
Railcraft:post.metal:11, Yellow Metal Post
Railcraft:post.metal:12, Light Blue Metal Post
Railcraft:post.metal:13, Magenta Metal Post
Railcraft:post.metal:14, Orange Metal Post
Railcraft:post.metal:15, White Metal Post
Railcraft:post.metal.platform:0, Black Metal Platform
Railcraft:post.metal.platform:1, Red Metal Platform
Railcraft:post.metal.platform:2, Green Metal Platform
Railcraft:post.metal.platform:3, Brown Metal Platform
Railcraft:post.metal.platform:4, Blue Metal Platform
Railcraft:post.metal.platform:5, Purple Metal Platform
Railcraft:post.metal.platform:6, Cyan Metal Platform
Railcraft:post.metal.platform:7, Light Gray Metal Platform
Railcraft:post.metal.platform:8, Gray Metal Platform
Railcraft:post.metal.platform:9, Pink Metal Platform
Railcraft:post.metal.platform:10, Lime Metal Platform
Railcraft:post.metal.platform:11, Yellow Metal Platform
Railcraft:post.metal.platform:12, Light Blue Metal Platform
Railcraft:post.metal.platform:13, Magenta Metal Platform
Railcraft:post.metal.platform:14, Orange Metal Platform
Railcraft:post.metal.platform:15, White Metal Platform
Railcraft:wall.alpha:0, Infernal Brick Wall
Railcraft:wall.alpha:1, Sandy Brick Wall
Railcraft:wall.alpha:2, Concrete Wall
Railcraft:wall.alpha:3, Snow Wall
Railcraft:wall.alpha:4, Ice Wall
Railcraft:wall.alpha:5, Stone Brick Wall
Railcraft:wall.alpha:6, Mossy Stone Brick Wall
Railcraft:wall.alpha:7, Cracked Stone Brick Wall
Railcraft:wall.alpha:8, Chiseled Stone Brick Wall
Railcraft:wall.alpha:9, Nether Brick Wall
Railcraft:wall.alpha:10, Brick Wall
Railcraft:wall.alpha:11, Sandstone Wall
Railcraft:wall.alpha:12, Chiseled Sandstone Wall
Railcraft:wall.alpha:13, Smooth Sandstone Wall
Railcraft:wall.alpha:14, Obsidian Wall
Railcraft:wall.alpha:15, Frost Bound Brick Wall
Railcraft:wall.beta:0, Quartz Wall
Railcraft:wall.beta:1, Chiseled Quartz Wall
Railcraft:wall.beta:2, Iron Wall
Railcraft:wall.beta:3, Gold Wall
Railcraft:wall.beta:4, Diamond Wall
Railcraft:wall.beta:5, Abyssal Brick Wall
Railcraft:wall.beta:6, Quarried Brick Wall
Railcraft:wall.beta:7, Blood Stained Brick Wall
Railcraft:wall.beta:8, Bleached Bone Brick Wall
Railcraft:glass:0, Strengthened Glass
Railcraft:glass:1, Strengthened Glass
Railcraft:glass:2, Strengthened Glass
Railcraft:glass:3, Strengthened Glass
Railcraft:glass:4, Strengthened Glass
Railcraft:glass:5, Strengthened Glass
Railcraft:glass:6, Strengthened Glass
Railcraft:glass:7, Strengthened Glass
Railcraft:glass:8, Strengthened Glass
Railcraft:glass:9, Strengthened Glass
Railcraft:glass:10, Strengthened Glass
Railcraft:glass:11, Strengthened Glass
Railcraft:glass:12, Strengthened Glass
Railcraft:glass:13, Strengthened Glass
Railcraft:glass:14, Strengthened Glass
Railcraft:glass:15, Strengthened Glass
Railcraft:detector:0, Detector - Item
Railcraft:detector:1, Detector - Any
Railcraft:detector:2, Detector - Empty
Railcraft:detector:3, Detector - Mob
Railcraft:detector:4, Detector - Powered
Railcraft:detector:5, Detector - Player
Railcraft:detector:6, Detector - Explosive
Railcraft:detector:7, Detector - Animal
Railcraft:detector:8, Detector - Tank
Railcraft:detector:9, Detector - Advanced
Railcraft:detector:10, Detector - Energy
Railcraft:detector:11, Detector - Age
Railcraft:detector:12, Detector - Train
Railcraft:detector:13, Detector - Sheep
Railcraft:detector:14, Detector - Villager
Railcraft:detector:15, Detector - Locomotive
Railcraft:detector:16, Detector - Routing
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:5, Spawn Giant Chicken
minecraft:spawn_egg:6, Spawn entity.batKing.name
minecraft:spawn_egg:7, Spawn Wise Villager
minecraft:spawn_egg:23, Spawn Native
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
Railcraft:machine.gamma:0, Item Loader
Railcraft:machine.gamma:1, Item Unloader
Railcraft:machine.gamma:2, Adv. Item Loader
Railcraft:machine.gamma:3, Adv. Item Unloader
Railcraft:machine.gamma:4, Fluid Loader
Railcraft:machine.gamma:5, Fluid Unloader
Railcraft:machine.gamma:6, Energy Loader
Railcraft:machine.gamma:7, Energy Unloader
Railcraft:machine.gamma:10, Redstone Flux Loader
Railcraft:machine.gamma:11, Redstone Flux Unloader
Railcraft:machine.gamma:8, Cart Dispenser
Railcraft:machine.gamma:9, Train Dispenser
Railcraft:machine.epsilon:0, Electric Feeder Unit
Railcraft:machine.epsilon:1, Admin Feeder Unit
Railcraft:machine.epsilon:4, Flux Transformer
Railcraft:machine.epsilon:3, Force Track Emitter
Railcraft:machine.epsilon:2, Admin Steam Producer
Railcraft:ore:0, Sulfur Ore
Railcraft:ore:1, Saltpeter Ore
Railcraft:ore:2, Dark Diamond Ore
Railcraft:ore:3, Dark Emerald Ore
Railcraft:ore:4, Dark Lapis Lazuli Ore
Railcraft:ore:5, Firestone Ore
Railcraft:ore:7, Poor Iron Ore
Railcraft:ore:8, Poor Gold Ore
Railcraft:ore:9, Poor Copper Ore
Railcraft:ore:10, Poor Tin Ore
Railcraft:ore:11, Poor Lead Ore
Railcraft:worldlogic, Saltpeter Ore Spawner
Railcraft:firestone.recharge, Recharging Firestone
Railcraft:frame, Wire Support Frame
Railcraft:machine.delta:0, Electric Shunting Wire
ImmersiveEngineering:ore:0, Copper Ore
ImmersiveEngineering:ore:1, Bauxite Ore
ImmersiveEngineering:ore:2, Lead Ore
ImmersiveEngineering:ore:3, Silver Ore
ImmersiveEngineering:ore:4, Nickel Ore
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
ImmersiveEngineering:storage:0, Block of Copper
ImmersiveEngineering:storage:1, Block of Aluminium
ImmersiveEngineering:storage:2, Block of Lead
ImmersiveEngineering:storage:3, Block of Silver
ImmersiveEngineering:storage:4, Block of Nickel
ImmersiveEngineering:storage:5, Block of Constantan
ImmersiveEngineering:storage:6, Block of Electrum
ImmersiveEngineering:storage:7, Block of Steel
ImmersiveEngineering:storage:8, Copper Wire Coil
ImmersiveEngineering:storage:9, Electrum Wire Coil
ImmersiveEngineering:storage:10, High-Voltage Wire Coil
ImmersiveEngineering:storageSlab:0, Copper Slab
ImmersiveEngineering:storageSlab:1, Aluminium Slab
ImmersiveEngineering:storageSlab:2, Lead Slab
ImmersiveEngineering:storageSlab:3, Silver Slab
ImmersiveEngineering:storageSlab:4, Nickel Slab
ImmersiveEngineering:storageSlab:5, Constantan Slab
ImmersiveEngineering:storageSlab:6, Electrum Slab
ImmersiveEngineering:storageSlab:7, Steel Slab
ImmersiveEngineering:stoneSlab:0, Hempcrete Slab
ImmersiveEngineering:stoneSlab:1, Concrete Slab
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
